Country,Year,Is Election Year,Years Since Last Election,Inflation Rate,Previous Year Inflation Rate,GDP Per Capita,Previous Year GDP Per Capita,Currency is Euro,Previous Year Currency is Euro,Net Migration,Previous Year Net Migration,Population,Previous Year Population,Unemployment Rate,Previous Year Unemployment Rate,VAT,Previous Year VAT,EURO600 Q1,EURO600 Q2,EURO600 Q3,EURO600 Q4,Previous Year EURO600 Q1,Previous Year EURO600 Q2,Previous Year EURO600 Q3,Previous Year EURO600 Q4,S&P500 Q1,S&P500 Q2,S&P500 Q3,S&P500 Q4,Previous Year S&P500 Q1,Previous Year S&P500 Q2,Previous Year S&P500 Q3,Previous Year S&P500 Q4,Crude Oil Q1,Crude Oil Q2,Crude Oil Q3,Crude Oil Q4,Previous Year Crude Oil Q1,Previous Year Crude Oil Q2,Previous Year Crude Oil Q3,Previous Year Crude Oil Q4,EUR-USD Exchange Rate Q1,EUR-USD Exchange Rate Q2,EUR-USD Exchange Rate Q3,EUR-USD Exchange Rate Q4,Previous Year EUR-USD Exchange Rate Q1,Previous Year EUR-USD Exchange Rate Q2,Previous Year EUR-USD Exchange Rate Q3,Previous Year EUR-USD Exchange Rate Q4,ECB Interest Rate,Previous Year ECB Interest Rate
Italy,2011,0,3,2.781,1.526,38649.639,36035.645,1,1,195.257,270.043,59.379,59.277,8.377,8.381,20.288,20.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Latvia,2011,1,1,4.371,-1.085,13338.962,11420.994,0,0,-13.447,-14.321,2.06,2.098,16.206,19.482,22.0,21.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Lithuania,2011,0,3,4.13,1.319,14376.948,11987.508,0,0,-26.445,-28.864,3.028,3.097,15.39,17.814,21.0,21.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Luxembourg,2011,0,2,3.411,2.274,119025.057,110885.991,1,1,10.787,7.793,0.518,0.507,5.122,4.423,15.0,15.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Malta,2011,0,3,2.963,1.516,23155.104,21798.914,1,1,4.806,3.049,0.416,0.415,6.378,6.847,18.0,18.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Netherlands,2011,0,1,2.341,1.275,54230.313,50999.745,1,1,41.782,35.628,16.693,16.615,4.977,4.991,19.0,19.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Poland,2011,1,4,4.239,2.581,13776.388,12504.25,0,0,-12.188,-8.835,38.063,38.043,9.632,9.637,23.0,22.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Portugal,2011,1,2,3.653,1.403,23217.296,22520.642,1,1,-24.048,-11.82,10.558,10.573,12.682,10.771,23.0,20.503,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Slovakia,2011,0,1,3.919,0.957,18509.74,16908.848,1,1,-1.855,-1.558,5.398,5.391,13.634,14.387,20.0,19.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Slovenia,2011,1,3,1.803,1.801,25128.015,23532.481,1,1,0.39,7.64,2.053,2.049,8.182,7.248,20.0,20.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Spain,2011,1,3,3.196,1.8,31677.9,30532.481,1,1,57.17,62.782,46.743,46.577,21.391,19.86,18.0,17.005,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Sweden,2011,0,1,2.961,1.158,60755.76,52869.044,0,0,65.397,60.639,9.449,9.378,7.804,8.61,25.0,25.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
United Kingdom,2011,0,1,3.856,2.493,42109.642,39598.957,0,0,277.521,281.588,63.259,62.766,8.169,7.924,19.979,17.5,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Austria,2012,0,4,2.486,3.287,48564.917,51442.276,1,1,44.891,31.665,8.43,8.392,4.909,4.637,20.0,20.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Belgium,2012,0,2,2.84,3.532,44670.561,47410.567,1,1,56.227,55.511,11.107,11.038,7.542,7.14,21.0,21.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Cyprus,2012,0,1,2.389,3.289,28991.93,32485.803,1,1,4.789,6.134,1.157,1.145,12.097,7.942,16.671,15.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Czech Republic,2012,0,2,3.288,1.917,19870.801,21871.266,0,0,10.308,16.409,10.511,10.496,6.979,6.712,20.0,20.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Denmark,2012,0,1,2.398,2.759,58507.508,61753.647,0,0,19.732,18.519,5.592,5.571,7.798,7.769,25.0,25.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Estonia,2012,0,1,3.933,4.982,17403.205,17487.805,1,1,-3.646,-3.929,1.323,1.327,10.021,12.328,20.0,20.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Finland,2012,0,1,2.808,3.417,47708.061,51148.932,1,1,17.62,16.712,5.414,5.388,7.689,7.781,23.0,23.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
France,2012,1,7,1.954,2.112,40870.852,43846.466,1,1,49.08,65.188,65.662,65.345,9.841,9.228,19.6,19.6,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Germany,2012,0,3,2.008,2.075,43855.854,46705.896,1,1,317.082,293.051,80.426,80.275,5.372,5.967,19.0,19.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Greece,2012,0,3,1.502,3.33,21912.998,25483.883,1,1,-30.036,-26.257,11.045,11.105,24.731,17.973,23.0,23.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Hungary,2012,0,2,5.652,3.93,12984.837,14234.472,0,0,16.048,0.889,9.92,9.972,11.003,11.029,27.0,25.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Ireland,2012,0,1,1.695,2.549,48943.821,52219.706,1,1,-22.002,-26.351,4.6,4.58,15.451,15.354,23.0,21.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Italy,2012,0,4,3.041,2.781,35051.521,38649.639,1,1,249.033,195.257,59.54,59.379,10.678,8.377,21.0,20.288,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Latvia,2012,0,1,2.258,4.371,13847.338,13338.962,0,0,-12.981,-13.447,2.034,2.06,15.047,16.206,21.499,22.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Lithuania,2012,1,4,3.09,4.13,14367.709,14376.948,0,0,-24.664,-26.445,2.988,3.028,13.365,15.39,21.0,21.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Luxembourg,2012,0,3,2.663,3.411,112584.676,119025.057,1,1,10.251,10.787,0.531,0.518,5.03,5.122,15.0,15.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Malta,2012,0,4,2.376,2.963,22526.537,23155.104,1,1,6.167,4.806,0.42,0.416,6.197,6.378,18.0,18.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Netherlands,2012,1,2,2.456,2.341,50070.142,54230.313,1,1,46.924,41.782,16.755,16.693,5.821,4.977,19.499,19.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Poland,2012,0,1,3.56,4.239,13010.756,13776.388,0,0,-12.077,-12.188,38.063,38.063,10.088,9.632,23.0,23.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Portugal,2012,0,1,2.773,3.653,20563.714,23217.296,1,1,-37.448,-24.048,10.515,10.558,15.531,12.682,23.0,23.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Slovakia,2012,1,2,3.606,3.919,17498.354,18509.74,1,1,2.629,-1.855,5.408,5.398,13.966,13.634,20.0,20.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Slovenia,2012,0,1,2.597,1.803,22641.805,25128.015,1,1,0.219,0.39,2.057,2.053,8.852,8.182,20.0,20.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Spain,2012,0,1,2.446,3.196,28322.947,31677.9,1,1,-144.619,57.17,46.773,46.743,24.789,21.391,18.995,18.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Sweden,2012,0,2,0.888,2.961,58037.821,60755.76,0,0,69.451,65.397,9.519,9.449,7.976,7.804,25.0,25.0,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
United Kingdom,2012,0,2,2.573,3.856,42497.34,42109.642,0,0,272.601,277.521,63.7,63.259,8.25,8.169,20.0,19.979,260.839,248.865,265.505,273.619,281.188,276.038,242.694,236.386,1348.784,1349.679,1400.946,1418.139,1302.529,1318.333,1225.268,1225.651,103.034,93.352,92.204,88.31,94.601,102.343,89.538,94.056,1.311,1.281,1.25,1.297,1.368,1.439,1.413,1.348,0.882,1.25
Austria,2013,1,5,2.0,2.486,50731.127,48564.917,1,1,56.494,44.891,8.48,8.43,5.367,4.909,20.0,20.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Belgium,2013,0,3,1.113,2.84,46757.952,44670.561,1,1,56.755,56.227,11.159,11.107,8.425,7.542,21.0,21.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Cyprus,2013,0,2,-0.399,2.389,27797.453,28991.93,1,1,4.426,4.789,1.167,1.157,16.131,12.097,17.964,16.671,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Czech Republic,2013,1,3,1.438,3.288,20133.169,19870.801,0,0,-1.553,10.308,10.514,10.511,6.953,6.979,21.0,20.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Denmark,2013,0,2,0.789,2.398,61191.194,58507.508,0,0,20.779,19.732,5.615,5.592,7.384,7.798,25.0,25.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Estonia,2013,0,2,2.781,3.933,19056.002,17403.205,1,1,-2.65,-3.646,1.318,1.323,8.631,10.021,20.0,20.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Finland,2013,0,2,1.478,2.808,49892.223,47708.061,1,1,18.026,17.62,5.439,5.414,8.193,7.689,24.0,23.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
France,2013,0,1,0.864,1.954,42602.718,40870.852,1,1,36.552,49.08,66.002,65.662,9.913,9.841,19.6,19.6,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Germany,2013,1,4,1.505,2.008,46298.923,43855.854,1,1,342.555,317.082,80.646,80.426,5.316,5.372,19.0,19.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Greece,2013,0,4,-0.921,1.502,21787.788,21912.998,1,1,-31.535,-30.036,10.965,11.045,27.686,24.731,23.0,23.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Hungary,2013,0,3,1.733,5.652,13715.07,12984.837,0,0,5.296,16.048,9.893,9.92,10.177,11.003,27.0,27.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Ireland,2013,0,2,0.515,1.695,51496.962,48943.821,1,1,-12.015,-22.002,4.624,4.6,13.735,15.451,23.0,23.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Italy,2013,1,5,1.22,3.041,35560.081,35051.521,1,1,154.366,249.033,60.234,59.54,12.175,10.678,21.25,21.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Latvia,2013,0,2,-0.029,2.258,15007.492,13847.338,0,0,-12.505,-12.981,2.013,2.034,11.867,15.047,21.0,21.499,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Lithuania,2013,0,1,1.047,3.09,15729.652,14367.709,0,0,-22.781,-24.664,2.958,2.988,11.77,13.365,21.0,21.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Luxembourg,2013,1,4,1.734,2.663,120000.141,112584.676,1,1,10.553,10.251,0.543,0.531,6.045,5.03,15.0,15.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Malta,2013,1,5,1.18,2.376,24769.596,22526.537,1,1,7.348,6.167,0.426,0.42,6.106,6.197,18.0,18.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Netherlands,2013,0,1,2.507,2.456,52198.898,50070.142,1,1,51.268,46.924,16.804,16.755,7.241,5.821,21.0,19.499,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Poland,2013,0,2,0.992,3.56,13558.341,13010.756,0,0,-27.597,-12.077,38.04,38.063,10.326,10.088,23.0,23.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Portugal,2013,0,2,0.274,2.773,21653.196,20563.714,1,1,-36.657,-37.448,10.457,10.515,16.188,15.531,23.0,23.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Slovakia,2013,0,1,1.4,3.606,18276.01,17498.354,1,1,1.279,2.629,5.413,5.408,14.227,13.966,20.0,20.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Slovenia,2013,0,2,1.769,2.597,23503.282,22641.805,1,1,0.21,0.219,2.06,2.057,10.116,8.852,21.005,20.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Spain,2013,0,2,1.409,2.446,29077.182,28322.947,1,1,-254.292,-144.619,46.62,46.773,26.094,24.789,21.0,18.995,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
Sweden,2013,0,3,-0.044,0.888,61126.943,58037.821,0,0,72.873,69.451,9.6,9.519,8.052,7.976,25.0,25.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
United Kingdom,2013,0,3,2.292,2.573,43426.298,42497.34,0,0,268.067,272.601,64.128,63.7,7.704,8.25,20.0,20.0,289.606,295.16,302.857,318.412,260.839,248.865,265.505,273.619,1513.98,1609.491,1674.944,1768.667,1348.784,1349.679,1400.946,1418.139,94.361,94.173,105.812,97.611,103.034,93.352,92.204,88.31,1.321,1.306,1.324,1.361,1.311,1.281,1.25,1.297,0.554,0.882
